"filename", "language", "Shell Script", "Markdown", "C", "CMake", "C++", "Properties", "Diff", "ARM", "comment", "blank", "total"
"/home/nexos/sources/nexnix/source/nexke/include/nexke/lock.h", "C++", 0, 0, 0, 0, 58, 0, 0, 0, 24, 12, 94
"/home/nexos/sources/nexnix/source/nexke/include/nexke/mm.h", "C++", 0, 0, 0, 0, 182, 0, 0, 0, 111, 91, 384
"/home/nexos/sources/nexnix/source/nexke/include/nexke/nexboot.h", "C++", 0, 0, 0, 0, 78, 0, 0, 0, 30, 15, 123
"/home/nexos/sources/nexnix/source/nexke/include/nexke/nexke.h", "C", 0, 0, 152, 0, 0, 0, 0, 0, 72, 59, 283
"/home/nexos/sources/nexnix/source/nexke/include/nexke/platform.h", "C", 0, 0, 207, 0, 0, 0, 0, 0, 70, 72, 349
"/home/nexos/sources/nexnix/source/nexke/include/nexke/platform/acpi.h", "C++", 0, 0, 0, 0, 239, 0, 0, 0, 39, 37, 315
"/home/nexos/sources/nexnix/source/nexke/include/nexke/platform/pc.h", "C", 0, 0, 20, 0, 0, 0, 0, 0, 32, 20, 72
"/home/nexos/sources/nexnix/source/nexke/include/nexke/platform/sbsa.h", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 16, 5, 26
"/home/nexos/sources/nexnix/source/nexke/include/nexke/synch.h", "C++", 0, 0, 0, 0, 36, 0, 0, 0, 36, 23, 95
"/home/nexos/sources/nexnix/source/nexke/include/nexke/task.h", "C++", 0, 0, 0, 0, 116, 0, 0, 0, 68, 44, 228
"/home/nexos/sources/nexnix/source/nexke/include/nexke/types.h", "C++", 0, 0, 0, 0, 22, 0, 0, 0, 16, 7, 45
"/home/nexos/sources/nexnix/source/nexke/include/nexke/wait.h", "C++", 0, 0, 0, 0, 24, 0, 0, 0, 29, 15, 68
"/home/nexos/sources/nexnix/source/nexke/mm/backends.h", "C++", 0, 0, 0, 0, 11, 0, 0, 0, 17, 7, 35
"/home/nexos/sources/nexnix/source/nexke/mm/fault.c", "C", 0, 0, 70, 0, 0, 0, 0, 0, 38, 4, 112
"/home/nexos/sources/nexnix/source/nexke/mm/kvmm.c", "C", 0, 0, 477, 0, 0, 0, 0, 0, 108, 42, 627
"/home/nexos/sources/nexnix/source/nexke/mm/malloc.c", "C", 0, 0, 61, 0, 0, 0, 0, 0, 24, 10, 95
"/home/nexos/sources/nexnix/source/nexke/mm/object.c", "C", 0, 0, 59, 0, 0, 0, 0, 0, 24, 8, 91
"/home/nexos/sources/nexnix/source/nexke/mm/page.c", "C", 0, 0, 584, 0, 0, 0, 0, 0, 144, 38, 766
"/home/nexos/sources/nexnix/source/nexke/mm/ptab.c", "C", 0, 0, 256, 0, 0, 0, 0, 0, 80, 20, 356
"/home/nexos/sources/nexnix/source/nexke/mm/slab.c", "C", 0, 0, 337, 0, 0, 0, 0, 0, 104, 31, 472
"/home/nexos/sources/nexnix/source/nexke/mm/space.c", "C", 0, 0, 216, 0, 0, 0, 0, 0, 64, 22, 302
"/home/nexos/sources/nexnix/source/nexke/platform/acpi.c", "C", 0, 0, 604, 0, 0, 0, 0, 0, 93, 29, 726
"/home/nexos/sources/nexnix/source/nexke/platform/interrupt.c", "C", 0, 0, 343, 0, 0, 0, 0, 0, 96, 32, 471
"/home/nexos/sources/nexnix/source/nexke/platform/pc/apic.c", "C", 0, 0, 582, 0, 0, 0, 0, 0, 132, 60, 774
